N,coverage,match_level,ethnicity,model_variant
757525025.8771889,0.990546506359453,8of8,Chinese,cross_ethnic
811984499.3184009,0.9911496396682731,8of8,Chinese,cross_ethnic
870359136.1485183,0.9917228254257184,8of8,Chinese,cross_ethnic
932930402.6284696,0.9922671225017614,8of8,Chinese,cross_ethnic
1000000000.0,0.9927835642448536,8of8,Chinese,cross_ethnic
1000.0,0.07008650306177112,8of8,Malay,same_ethnicity
1071.8913192051275,0.0735123347842832,8of8,Malay,same_ethnicity
1148.9510001873086,0.07703769040770136,8of8,Malay,same_ethnicity
1231.550603292826,0.08066108528354672,8of8,Malay,same_ethnicity
1320.088400831418,0.08438101970759654,8of8,Malay,same_ethnicity
1414.991297434576,0.08819604037268368,8of8,Malay,same_ethnicity
1516.7168884709226,0.09210480062151447,8of8,Malay,same_ethnicity
